RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer,Offense_cat
188,Larceny - Theft from Building,202580000098,1600.0,RICKY RD,CPD,2025/06/23 12:51:59+00,851,"Miller, Tiffany ",Theft & Larceny
189,Larceny - From Motor Vehicle,202500021580,400.0,4TH ST NW,CPD,2025/06/23 09:53:04+00,553,"Oakes, Maithe",Theft & Larceny
190,Hit and Run,202500021559,,SHAMROCK RD / STADIUM RD,CPD,2025/06/23 05:00:44+00,100,"Verdin, Alejandra",Motor Vehicle/Traffic
191,Vandalism,202500021557,1100.0,E JEFFERSON ST,CPD,2025/06/23 04:35:41+00,35,"Wells, Matthew",Property Damage
192,Vandalism,202500021553,,2ND ST NW / W MARKET ST,CPD,2025/06/23 02:26:55+00,2226,"Essex, Dominique",Property Damage
193,Driving Under the Influence,202500021543,,E HIGH ST @ LONG ST,CPD,2025/06/22 23:59:22+00,1959,"Carrasco, Julio",Narcotics/Drug Offenses
194,Assault Simple,202500021538,500.0,CHERRY AVE,CPD,2025/06/22 23:02:38+00,1902,"Benbow, Lauren",Assault & Violent Crime
195,Assist Citizen - Mental/TDO/ECO,202500021539,300.0,MEADE AVE,CPD,2025/06/22 22:59:06+00,1859,"Bland, Johnnà",Mental Health/Welfare
196,Larceny - All Other,202500021520,500.0,"1ST ST N, 204",CPD,2025/06/22 20:15:22+00,1615,"Bland, Johnnà",Theft & Larceny
197,Motor Vehicle Theft,202500021514,2300.0,"CENTER AVE, B",CPD,2025/06/22 19:01:19+00,1501,"Benbow, Lauren",Theft & Larceny
198,Assault Aggravated,202500021512,100.0,CARLTON RD,CPD,2025/06/22 18:42:18+00,1442,"Kinney, Dylan",Assault & Violent Crime
199,Suspicious Activity,202500021511,500.0,"12TH ST NW, A",CPD,2025/06/22 18:29:17+00,1429,"Lowry, Ryan",Other
200,Larceny - From Motor Vehicle,202500021515,1000.0,WERTLAND ST,CPD,2025/06/22 18:26:27+00,1426,"Prevost, Payten",Theft & Larceny
201,Lost/FoundProperty,202500021513,600.0,E MARKET ST,CPD,2025/06/22 18:24:01+00,1424,"Essex, Dominique",Other
202,Assist Citizen - Mental/TDO/ECO,202500021504,1000.0,BELMONT AVE,CPD,2025/06/22 16:30:09+00,1230,"Kinney, Dylan",Mental Health/Welfare
203,Hit and Run,202500021491,2000.0,INDIA RD,CPD,2025/06/22 13:05:04+00,905,"Mian, Ghulam",Motor Vehicle/Traffic
204,Vandalism,202500021489,1300.0,"CARLTON AVE, 104",CPD,2025/06/22 11:02:57+00,702,"Troche, Nicholas",Property Damage
205,Assault Intimidation,202500021485,300.0,E MAIN ST,CPD,2025/06/22 09:21:10+00,521,"Folston, Elliott",Assault & Violent Crime
206,Misc - Criminal Call,202500021478,1700.0,"JEFFERSON PARK AVE, 9",CPD,2025/06/22 06:37:13+00,237,"Troche, Nicholas",Other
207,Harassment,202500021474,100.0,W MAIN ST,CPD,2025/06/22 05:27:30+00,127,"Bentz, Benjamin ",Assault & Violent Crime
208,Assault Simple,202500021471,100.0,E MARKET ST,CPD,2025/06/22 04:39:44+00,39,"Verdin, Alejandra",Assault & Violent Crime
209,Drunkeness DIP,202500021430,200.0,W MAIN ST,CPD,2025/06/22 00:16:45+00,2016,"Turner, Devon",Other
210,Larceny - All Other,202500021409,300.0,MEADE AVE,CPD,2025/06/21 21:08:09+00,1708,"Bland, Johnnà",Theft & Larceny
211,Suspicious Activity,202500021401,1400.0,BAKER ST,CPD,2025/06/21 19:17:08+00,1517,"Rigsby, Lloyd",Other
212,Motor Vehicle Theft,202500021390,1700.0,MONTICELLO RD,CPD,2025/06/21 16:56:34+00,1256,"Eckenroth, Rachel",Theft & Larceny
213,Burglary,202500021384,100.0,ELLIEWOOD AVE,CPD,2025/06/21 15:58:28+00,1158,"O'Briant, Landon",Theft & Larceny
214,Assault Simple,202500021381,1600.0,"EMMET ST N, 121",CPD,2025/06/21 15:50:13+00,1150,"Prevost, Payten",Assault & Violent Crime
215,Harassment,202500021378,200.0,E MAIN ST,CPD,2025/06/21 15:19:12+00,1119,"Kirby, Tyree",Assault & Violent Crime
216,Domestic Disturbance,202500021376,2100.0,ANGUS RD,CPD,2025/06/21 14:59:46+00,1059,"Kinney, Dylan",Public Order/Disorderly
217,Harassment,202500021370,600.0,E MARKET ST,CPD,2025/06/21 13:45:32+00,945,"Kirby, Tyree",Assault & Violent Crime
218,Disorderly Conduct,202500021351,,<UNKNOWN>,CPD,2025/06/21 06:24:27+00,224,"Pinkman, Jackson",Public Order/Disorderly
219,Drug Equipment Violation,202500021344,1500.0,GRADY AVE,CPD,2025/06/21 04:57:42+00,57,"Wells, Matthew",Narcotics/Drug Offenses
220,Assault Intimidation,202500021345,300.0,RIVERSIDE AVE,CPD,2025/06/21 04:48:47+00,48,"Oakes, Maithe",Assault & Violent Crime
221,Larceny - All Other,202500021314,2100.0,"IVY RD, 13",CPD,2025/06/21 00:45:31+00,2045,"Rigsby, Lloyd",Theft & Larceny
222,Lost/FoundProperty,202500021302,,14TH ST NW,CPD,2025/06/20 23:20:09+00,1920,"Hannay, Jacob",Other
223,Larceny - From Motor Vehicle,202500021281,700.0,"PROSPECT AVE, F",CPD,2025/06/20 19:13:02+00,1513,"Reed, Danielle",Theft & Larceny
224,Vandalism,202500021270,300.0,HILLSDALE DR,CPD,2025/06/20 19:07:14+00,1507,"Rigsby, Lloyd",Property Damage
225,Hit and Run,202500021275,2400.0,FONTAINE AVE,CPD,2025/06/20 18:56:59+00,1456,"Reed, Danielle",Motor Vehicle/Traffic
226,Harassment,202500021260,600.0,E MARKET ST,CPD,2025/06/20 17:24:20+00,1324,"Kirby, Tyree",Assault & Violent Crime
227,Lost/FoundProperty,202500021257,1900.0,EMMET ST N,CPD,2025/06/20 16:55:11+00,1255,"Prevost, Payten",Other
228,Assist Citizen - Mental/TDO/ECO,202500021256,1300.0,NUNLEY ST,CPD,2025/06/20 16:44:23+00,1244,"Kinney, Dylan",Mental Health/Welfare
229,Assault Simple,202500021244,100.0,"14TH ST NW, 1",CPD,2025/06/20 14:40:01+00,1040,"Turner, Devon",Assault & Violent Crime
230,Larceny - Shoplifitng,202500021237,2100.0,BARRACKS RD,CPD,2025/06/20 13:09:08+00,909,"Folston, Elliott",Theft & Larceny
231,Comm Relations Initiative - CRI,202500021235,100.0,LANKFORD AVE,CPD,2025/06/20 12:50:48+00,850,"Thomas, Eric",Other
232,Vandalism,202500021231,100.0,MONTICELLO AVE,CPD,2025/06/20 11:37:47+00,737,"Kinney, Dylan",Property Damage
233,Vandalism,202500021229,1700.0,JEFFERSON PARK AVE,CPD,2025/06/20 11:03:24+00,703,"Khaleefa, Hamzeh",Property Damage
234,Lost/FoundProperty,202500021152,600.0,CHERRY AVE,CPD,2025/06/19 21:10:46+00,1710,"Reed, Danielle",Other
235,Hit and Run,202500021144,1100.0,EMMET ST N,CPD,2025/06/19 20:25:14+00,1625,"Rigsby, Lloyd",Motor Vehicle/Traffic
236,Larceny - Shoplifitng,202500021138,2100.0,BARRACKS RD,CPD,2025/06/19 19:55:52+00,1555,"Rigsby, Lloyd",Theft & Larceny
237,Larceny - Shoplifitng,202500021130,1100.0,5TH ST SW,CPD,2025/06/19 18:33:16+00,1433,"Turner, Devon",Theft & Larceny
238,Assault Simple,202500021126,300.0,"13TH ST NW, 1",CPD,2025/06/19 17:52:30+00,1352,"Kinney, Dylan",Assault & Violent Crime
239,Larceny - All Other,202500021113,1200.0,"CEDARS CT, 202B",CPD,2025/06/19 15:46:33+00,1146,"Schwartz, Honora",Theft & Larceny
240,Larceny - From Motor Vehicle,202500021098,1400.0,MIDLAND ST,CPD,2025/06/19 13:19:36+00,919,"Miller, Devin",Theft & Larceny
241,Assault Simple,202500021088,100.0,W MARKET ST,CPD,2025/06/19 11:58:46+00,758,"Ryan, Matthew",Assault & Violent Crime
242,Assault Aggravated,202500021021,800.0,RUGBY RD,CPD,2025/06/18 22:18:26+00,1818,"Reed, Danielle",Assault & Violent Crime
243,Assault Simple,202500021020,200.0,RIDGE MCINTIRE RD,CPD,2025/06/18 22:02:57+00,1802,"Abdelgayed, Adam",Assault & Violent Crime
244,Vandalism,202500021019,,MILLMONT ST @ BARRACKS RD,CPD,2025/06/18 21:56:26+00,1756,"Rigsby, Lloyd",Property Damage
245,Larceny - Theft from Building,202580000097,800.0,WALKER SQ,CPD,2025/06/18 18:49:44+00,1449,"Miller, Tiffany ",Theft & Larceny
246,Fraud-false pretense,202500020981,600.0,E MARKET ST,CPD,2025/06/18 16:18:50+00,1218,"Nash, Darius",Fraud & Financial
247,Fraud-false pretense,202500020966,400.0,10TH ST NW,CPD,2025/06/18 14:14:33+00,1014,"Khaleefa, Hamzeh",Fraud & Financial
248,Lost/FoundProperty,202580000096,,SUNSET AVENUE,CPD,2025/06/18 14:08:22+00,1008,"Miller, Tiffany ",Other
249,Motor Vehicle Theft,202500020951,2200.0,BANBURY ST,CPD,2025/06/18 12:46:03+00,846,"Love-Baker, Sydney",Theft & Larceny
250,Assist Agency - Backup/Assist,202500020947,800.0,"HARDY DR, D",CPD,2025/06/18 12:24:10+00,824,"Raines, Christopher",Other
251,Larceny - All Other,202500020945,800.0,FOREST ST,CPD,2025/06/18 11:25:41+00,725,"Khaleefa, Hamzeh",Theft & Larceny
252,Larceny - All Other,202500020942,1300.0,W MAIN ST,CPD,2025/06/18 11:09:35+00,709,"Oakes, Maithe",Theft & Larceny
253,Larceny - From Motor Vehicle,202500020938,100.0,LANKFORD AVE,CPD,2025/06/18 09:14:44+00,514,"Miller, Devin",Theft & Larceny
254,Shots Fired/Illegal Hunting,202500020924,900.0,1ST ST S,CPD,2025/06/18 03:44:57+00,2344,"Miller, Devin",Weapon Offenses
255,Assist Citizen - Mental/TDO/ECO,202500020920,600.0,E MARKET ST,CPD,2025/06/18 02:25:12+00,2225,"Gaytan, Alejandro",Mental Health/Welfare
256,Hit and Run,202500020904,,LONG ST / ST CLAIR AVE,CPD,2025/06/18 00:48:37+00,2048,"Bland, Johnnà",Motor Vehicle/Traffic
257,Lost/FoundProperty,202500020897,600.0,E WATER ST,CPD,2025/06/18 00:29:29+00,2029,"Crowley, Raeann",Other
258,Animal Complaint,202500020898,900.0,BOLLING AVE,CPD,2025/06/18 00:01:21+00,2001,"Reed, Danielle",Other
259,Domestic Disturbance,202500020890,100.0,STEWART CIR,CPD,2025/06/17 22:54:56+00,1854,"Curry, Brian",Public Order/Disorderly
260,Assault Simple,202500020858,1900.0,"IVY RD, BLK",CPD,2025/06/17 17:44:12+00,1344,"Love-Baker, Sydney",Assault & Violent Crime
261,Larceny - All Other,202500020829,400.0,10TH ST NE,CPD,2025/06/17 14:05:35+00,1005,"Folston, Elliott",Theft & Larceny
262,Domestic Disturbance,202500020809,800.0,"HARDY DR, C",CPD,2025/06/17 12:56:07+00,856,"Houchens, Jamell",Public Order/Disorderly
263,Vandalism,202500020798,500.0,RIDGE ST,CPD,2025/06/17 10:44:55+00,644,"Oakes, Maithe",Property Damage
264,Vandalism,202500020797,200.0,W MAIN ST,CPD,2025/06/17 10:37:45+00,637,"Folston, Elliott",Property Damage
265,Robbery - Strong Arm,202500020790,400.0,E MAIN ST,CPD,2025/06/17 07:24:05+00,324,"Miller, Devin",Assault & Violent Crime
266,Hit and Run,202500020765,100.0,NORTH BAKER ST,CPD,2025/06/17 02:20:04+00,2220,"Miller, Devin",Motor Vehicle/Traffic
267,Assist Citizen - Mental/TDO/ECO,202500020763,2100.0,"MICHIE DR, 35",CPD,2025/06/17 01:36:16+00,2136,"Benbow, Lauren",Mental Health/Welfare
268,Burglary,202500020752,1200.0,"CEDARS CT, A2",CPD,2025/06/16 23:21:41+00,1921,"Benbow, Lauren",Theft & Larceny
269,Warrant Service,202500020751,600.0,E MARKET ST,CPD,2025/06/16 23:01:53+00,1901,"Young, Steven",Other
270,Lost/FoundProperty,202500020726,100.0,E MAIN ST,CPD,2025/06/16 20:20:56+00,1620,"Benbow, Lauren",Other
271,Lost/FoundProperty,202500020722,200.0,E MARKET ST,CPD,2025/06/16 19:49:17+00,1549,"O'Briant, Landon",Other
272,Suspicious Activity,202500020709,600.0,E MARKET ST,CPD,2025/06/16 18:10:37+00,1410,"Houchens, Jamell",Other
273,Assist Citizen - Mental/TDO/ECO,202500020697,500.0,"HARRIS RD, 113",CPD,2025/06/16 16:16:22+00,1216,"Shiflett, Tammy",Mental Health/Welfare
274,Larceny - All Other,202500020694,200.0,W MAIN ST,CPD,2025/06/16 14:58:20+00,1058,"O'Briant, Landon",Theft & Larceny
275,Missing Person-adult,202500020672,900.0,WEST ST,CPD,2025/06/16 11:34:57+00,734,"Mian, Ghulam",Mental Health/Welfare
276,Larceny - All Other,202500020670,600.0,"12TH ST NW, A",CPD,2025/06/16 11:25:58+00,725,"Love-Baker, Sydney",Theft & Larceny
277,Vandalism,202500020652,600.0,W MAIN ST,CPD,2025/06/16 04:43:43+00,43,"Oakes, Maithe",Property Damage
278,Disorderly Conduct,202500020647,,GRADY AVE / 12TH ST NW,CPD,2025/06/16 03:44:00+00,2344,"Rigsby, Lloyd",Public Order/Disorderly
279,Robbery - Strong Arm,202500020646,900.0,GRADY AVE,CPD,2025/06/16 03:21:15+00,2321,"Anderson, Kristopher",Assault & Violent Crime
280,Misc - Criminal Call,202500020645,800.0,"HARDY DR, B",CPD,2025/06/16 03:03:21+00,2303,"Oakes, Maithe",Other
281,Assault Simple,202500020643,600.0,W MAIN ST,CPD,2025/06/16 03:00:17+00,2300,"Vlasis, Christopher",Assault & Violent Crime
282,Assault Simple,202500020630,800.0,"HARDY DR, B",CPD,2025/06/16 01:54:53+00,2154,"Benbow, Lauren",Assault & Violent Crime
283,Domestic Disturbance,202500020590,1200.0,JOHN ST,CPD,2025/06/15 21:37:11+00,1737,"Wisser, Shawn",Public Order/Disorderly
284,Assault Simple,202500020580,400.0,"GARRETT ST, F",CPD,2025/06/15 18:40:48+00,1440,"Schwartz, Honora",Assault & Violent Crime
285,Lost/FoundProperty,202500020578,600.0,E WATER ST,CPD,2025/06/15 17:39:36+00,1339,"Crowley, Raeann",Other
286,Hit and Run,202500020573,900.0,RIVER RD,CPD,2025/06/15 16:46:48+00,1246,"Bland, Johnnà",Motor Vehicle/Traffic
287,Lost/FoundProperty,202500020554,1100.0,5TH ST SW,CPD,2025/06/15 11:29:03+00,729,"Jones, Mark",Other
288,Larceny - Shoplifitng,202500020491,500.0,W MAIN ST,CPD,2025/06/15 00:25:36+00,2025,"Gaytan, Alejandro",Theft & Larceny
289,Fraud-credit card,202500020478,1800.0,WESTVIEW RD,CPD,2025/06/14 23:03:35+00,1903,"Oakes, Maithe",Fraud & Financial
290,Larceny - From Motor Vehicle,202500020474,800.0,W MAIN ST,CPD,2025/06/14 21:25:27+00,1725,"Essex, Dominique",Theft & Larceny
291,Hit and Run,202500020467,1800.0,EMMET ST N,CPD,2025/06/14 19:26:23+00,1526,"Mian, Ghulam",Motor Vehicle/Traffic
292,Harassment,202500020465,1000.0,PAGE ST,CPD,2025/06/14 18:59:04+00,1459,"Kinney, Dylan",Assault & Violent Crime
293,Larceny - All Other,202500020451,100.0,W MAIN ST,CPD,2025/06/14 15:29:23+00,1129,"Khaleefa, Hamzeh",Theft & Larceny
294,Disorderly Conduct,202500020450,300.0,"RIVERSIDE AVE, A",CPD,2025/06/14 15:24:28+00,1124,"Schwartz, Honora",Public Order/Disorderly
295,Suspicious Activity,202500020445,300.0,"RIVERSIDE AVE, A",CPD,2025/06/14 14:27:24+00,1027,"Crowley, Raeann",Other
296,Larceny - All Other,202500020431,700.0,NALLE ST,CPD,2025/06/14 11:29:57+00,729,"Khaleefa, Hamzeh",Theft & Larceny
297,Assist Citizen - Mental/TDO/ECO,202500020430,1100.0,5TH ST SW,CPD,2025/06/14 10:34:34+00,634,"Keplinger, Christopher",Mental Health/Welfare
298,Larceny - Shoplifitng,202500020427,2100.0,BARRACKS RD,CPD,2025/06/14 09:28:52+00,528,"Wells, Matthew",Theft & Larceny
299,Assault Simple,202500020426,1100.0,5TH ST SW,CPD,2025/06/14 08:52:46+00,452,"Verdin, Alejandra",Assault & Violent Crime
300,Assault Aggravated,202500020419,200.0,E MAIN ST,CPD,2025/06/14 05:39:17+00,139,"Gaytan, Alejandro",Assault & Violent Crime
301,Larceny - From Motor Vehicle,202500020413,,12TH ST NW,CPD,2025/06/14 04:21:51+00,21,"Wells, Matthew",Theft & Larceny
302,Traffic Stops,202500020397,300.0,W MAIN ST,CPD,2025/06/14 01:12:33+00,2112,"Vlasis, Christopher",Motor Vehicle/Traffic
303,Larceny - Shoplifitng,202500020390,1200.0,EMMET ST N,CPD,2025/06/13 23:50:19+00,1950,"Rigsby, Lloyd",Theft & Larceny
304,Weapons Violations,202500020351,500.0,"HARRIS RD, 158",CPD,2025/06/13 18:12:31+00,1412,"Kinney, Dylan",Weapon Offenses
305,Hit and Run,202500020353,,BARRACKS RD @ MILLMONT ST,CPD,2025/06/13 18:11:26+00,1411,"Schwartz, Honora",Motor Vehicle/Traffic
306,Larceny - All Other,202500020342,500.0,"HARRIS RD, 158",CPD,2025/06/13 16:57:02+00,1257,"Turner, Devon",Theft & Larceny
307,Assist Citizen - Mental/TDO/ECO,202500020334,100.0,W MAIN ST,CPD,2025/06/13 15:58:40+00,1158,"Lucas, Todd",Mental Health/Welfare
308,Sex Offense-forcible fondling,202500020333,700.0,PROSPECT AVE,CPD,2025/06/13 15:55:24+00,1155,"Turner, Devon",Assault & Violent Crime
309,Larceny - Shoplifitng,202500020321,1400.0,UNIVERSITY AVE,CPD,2025/06/13 14:42:50+00,1042,"Schwartz, Honora",Theft & Larceny
310,Assault Simple,202500020291,1500.0,"CHERRY AVE, B",CPD,2025/06/13 09:16:04+00,516,"Troche, Nicholas",Assault & Violent Crime
311,Assist Citizen - Mental/TDO/ECO,202500020289,1200.0,"CEDARS CT, A2",CPD,2025/06/13 07:24:32+00,324,"Wells, Matthew",Mental Health/Welfare
312,Hit and Run,202500020280,,6TH ST SE / BELMONT AVE,CPD,2025/06/13 05:41:58+00,141,"Troche, Nicholas",Motor Vehicle/Traffic
313,Hit and Run,202500020249,,PRESTON AVE @ MCINTIRE RD,CPD,2025/06/13 01:48:46+00,2148,"Hannay, Jacob",Motor Vehicle/Traffic
314,Hit and Run,202500020231,1300.0,"LONG ST, 4",CPD,2025/06/13 00:13:02+00,2013,"Reed, Danielle",Motor Vehicle/Traffic
315,Fraud-false pretense,202500020218,1500.0,DAIRY RD,CPD,2025/06/12 22:44:13+00,1844,"Rigsby, Lloyd",Fraud & Financial
316,Assist Citizen - Mental/TDO/ECO,202500020205,600.0,E MARKET ST,CPD,2025/06/12 21:07:28+00,1707,"Abdelgayed, Adam",Mental Health/Welfare
317,Assist Citizen - Mental/TDO/ECO,202500020203,700.0,"WALKER SQ, 3B",CPD,2025/06/12 20:32:44+00,1632,"Bentz, Benjamin ",Mental Health/Welfare
318,Larceny - All Other,202500020199,1400.0,LONG ST,CPD,2025/06/12 20:06:26+00,1606,"Hannay, Jacob",Theft & Larceny
319,Assist Citizen - Mental/TDO/ECO,202500020195,500.0,"HARRIS RD, 113",CPD,2025/06/12 19:39:34+00,1539,"Shiflett, Tammy",Mental Health/Welfare
320,Hit and Run,202500020189,1400.0,GRACE ST,CPD,2025/06/12 19:04:01+00,1504,"Eckenroth, Rachel",Motor Vehicle/Traffic
321,Assist Citizen - Mental/TDO/ECO,202500020185,300.0,MEADE AVE,CPD,2025/06/12 18:25:09+00,1425,"Shiflett, Tammy",Mental Health/Welfare
322,Larceny - Shoplifitng,202500020180,500.0,W MAIN ST,CPD,2025/06/12 17:59:55+00,1359,"Prevost, Payten",Theft & Larceny
323,Larceny - All Other,202500020177,800.0,E MARKET ST,CPD,2025/06/12 17:30:11+00,1330,"Folston, Elliott",Theft & Larceny
324,Crime Prevent Initiative - CPI,202500020173,2500.0,JEFFERSON PARK AVE,CPD,2025/06/12 17:25:15+00,1325,"Pendleton, Eric",Other
325,Animal Complaint,202500020168,300.0,RIVERSIDE AVE,CPD,2025/06/12 16:19:27+00,1219,"Carelsen, Louise",Other
326,Larceny - All Other,202580000095,300.0,"4TH ST SE, 31",CPD,2025/06/12 15:36:49+00,1136,"Miller, Tiffany ",Theft & Larceny
327,Pornography,202500020162,2300.0,PRICE AVE,CPD,2025/06/12 14:54:57+00,1054,"Samar, Jack",Other
328,Larceny - From Motor Vehicle,202500020160,400.0,CHERRY AVE,CPD,2025/06/12 14:24:28+00,1024,"Eckenroth, Rachel",Theft & Larceny
329,Motor Vehicle Theft,202500020157,1700.0,MONTICELLO RD,CPD,2025/06/12 13:41:31+00,941,"Kinney, Dylan",Theft & Larceny
330,Vandalism,202500020156,400.0,RUGBY RD,CPD,2025/06/12 13:34:52+00,934,"Mcdougal, Jordan",Property Damage
331,Comm Relations Initiative - CRI,202500020155,100.0,COPELEY RD,CPD,2025/06/12 13:30:17+00,930,"Pendleton, Eric",Other
332,Fraud-wire fraud,202580000094,1100.0,"KING ST, B",CPD,2025/06/12 00:29:58+00,2029,"Miller, Tiffany ",Fraud & Financial
333,Lost/FoundProperty,202500020078,400.0,"GARRETT ST, H",CPD,2025/06/11 21:42:49+00,1742,"Crowley, Raeann",Other
334,Larceny - Shoplifitng,202500020074,1100.0,5TH ST SW,CPD,2025/06/11 21:21:41+00,1721,"Bentz, Benjamin ",Theft & Larceny
335,Hit and Run,202500020073,900.0,EMMET ST N,CPD,2025/06/11 21:12:57+00,1712,"Reed, Danielle",Motor Vehicle/Traffic
336,Larceny - Shoplifitng,202500020052,1100.0,5TH ST SW,CPD,2025/06/11 18:57:07+00,1457,"Kinney, Dylan",Theft & Larceny
337,Larceny - All Other,202500020059,900.0,RIVES ST,CPD,2025/06/11 18:47:38+00,1447,"Eckenroth, Rachel",Theft & Larceny
338,Hit and Run,202500020047,1900.0,EMMET ST N,CPD,2025/06/11 17:56:20+00,1356,"Eckenroth, Rachel",Motor Vehicle/Traffic
339,Hit and Run,202500020040,100.0,7TH ST NE,CPD,2025/06/11 17:22:26+00,1322,"Eckenroth, Rachel",Motor Vehicle/Traffic
340,Larceny - Shoplifitng,202500020035,500.0,W MAIN ST,CPD,2025/06/11 16:59:45+00,1259,"Brannon, Devin",Theft & Larceny
341,Larceny - Shoplifitng,202500020034,1100.0,5TH ST SW,CPD,2025/06/11 16:58:03+00,1258,"Turner, Devon",Theft & Larceny
342,Assist Citizen - Mental/TDO/ECO,202500020030,100.0,"SHAMROCK RD, A",CPD,2025/06/11 16:02:46+00,1202,"Lucas, Todd",Mental Health/Welfare
343,Suspicious Activity,202500020012,1100.0,5TH ST SW,CPD,2025/06/11 13:59:27+00,959,"Prevost, Payten",Other
344,Domestic Disturbance,202500020010,1300.0,CARLTON AVE,CPD,2025/06/11 13:48:43+00,948,"Kinney, Dylan",Public Order/Disorderly
345,Vandalism,202500020009,1000.0,MILLMONT ST,CPD,2025/06/11 13:36:23+00,936,"Mian, Ghulam",Property Damage
346,Assist Citizen - Mental/TDO/ECO,202500020003,600.0,E MARKET ST,CPD,2025/06/11 11:58:17+00,758,"Shiflett, Tammy",Mental Health/Welfare
347,Larceny - Shoplifitng,202500019968,2100.0,BARRACKS RD,CPD,2025/06/11 02:41:41+00,2241,"Folston, Elliott",Theft & Larceny
348,Trespass,202500019954,1200.0,CEDARS CT,CPD,2025/06/11 01:05:58+00,2105,"Bentz, Benjamin ",Public Order/Disorderly
349,Larceny - Shoplifitng,202500019940,500.0,W MAIN ST,CPD,2025/06/10 23:18:06+00,1918,"Crowley, Raeann",Theft & Larceny
350,Weapons Violations,202500019937,100.0,11TH ST SW,CPD,2025/06/10 22:54:22+00,1854,"Darby, Michael",Weapon Offenses
351,Vandalism,202500019935,200.0,W SOUTH ST,CPD,2025/06/10 22:06:35+00,1806,"Bentz, Benjamin ",Property Damage
352,Larceny - Theft from Building,202500019930,1600.0,GORDON AVE,CPD,2025/06/10 21:42:16+00,1742,"Benbow, Lauren",Theft & Larceny
353,Assault Simple,202500019925,100.0,4TH ST SE,CPD,2025/06/10 21:35:35+00,1735,"Essex, Dominique",Assault & Violent Crime
354,Larceny - All Other,202500019926,1200.0,GORDON AVE,CPD,2025/06/10 21:31:47+00,1731,"Curry, Brian",Theft & Larceny
355,Vandalism,202500019924,1100.0,EMMET ST N,CPD,2025/06/10 21:24:41+00,1724,"Benbow, Lauren",Property Damage
356,Larceny - All Other,202500019912,700.0,"FRANKLIN ST, A4",CPD,2025/06/10 20:52:17+00,1652,"Venereo, Arturo",Theft & Larceny
357,Lost/FoundProperty,202500019909,200.0,W MAIN ST,CPD,2025/06/10 20:31:38+00,1631,"Essex, Dominique",Other
358,Crime Prevent Initiative - CPI,202500019904,100.0,"GARRETT ST, 700",CPD,2025/06/10 19:47:44+00,1547,"Pendleton, Eric",Other
359,Suspicious Activity,202500019900,200.0,CARLTON RD,CPD,2025/06/10 19:19:57+00,1519,"Eckenroth, Rachel",Other
360,Death Investigation - DOA,202500019898,800.0,HINTON AVE,CPD,2025/06/10 19:10:28+00,1510,"Vlasis, Christopher",Other
361,Larceny - All Other,202500019894,2000.0,"MICHIE DR, B",CPD,2025/06/10 18:52:45+00,1452,"Eckenroth, Rachel",Theft & Larceny
362,Fraud-wire fraud,202500019881,900.0,ALBEMARLE ST,CPD,2025/06/10 17:29:08+00,1329,"Mian, Ghulam",Fraud & Financial
363,Vandalism,202500019855,1900.0,JEFFERSON PARK AVE,CPD,2025/06/10 15:24:46+00,1124,"Wisser, Shawn",Property Damage
364,Crisis Assessment,202500019854,1100.0,EMMET ST N,CPD,2025/06/10 15:19:57+00,1119,"Love-Baker, Sydney",Mental Health/Welfare
365,Hit and Run,202500019850,2300.0,"WAYNE AVE, B",CPD,2025/06/10 14:40:23+00,1040,"Love-Baker, Sydney",Motor Vehicle/Traffic
366,Comm Relations Initiative - CRI,202500019842,400.0,RUGBY RD,CPD,2025/06/10 14:16:18+00,1016,"Pendleton, Eric",Other
